post,label,source,dialect
"الوزارة تعلن عن المرحلة الأولى من الرفع التدريجي للقيود المفروضة على المجمعات التجارية ومراكز التسوق. #قطر #سلامتك_هي_سلامتي
",normal,Data_World,slang
😍,normal,Data_World,slang
يعطيكم العافيه بس لو تاكدون عالمجمعات التاكيد على الامن ان مايدخلون اي شخص الا باحتراز ويكون برنامج مو صوره لان بعض الامن متهاونين بهالشي,normal,Data_World,slang
احسن شئ الجمعة والسبت اغلاق انا رحت الجمعة قطر مول حق كارفور كأني رايح الحراج مافيه عمالة مهب موجودة داخل كارفور وايضآ عند الصراف الي مقابل كارفر في قطر مول,normal,Data_World,slang
وش الهدف من إغلاق المحال التجارية يوم الجمعة والسبت أنتوا تخلقون بهالطريقة زحمة في باقي أيام الأسبوع غير إن مصالحنا توّقف ونبغي نخلّص أشغالنا,normal,Data_World,slang
إعتباراً من يوم 13 يونيو تعود الرحلات بين دولة قطر و الجمهورية التركية مع إلغاء شرط الحجر الصحي لمدة 14 يوم في تركيا .,normal,Data_World,slang
افضل قرار اتخذته الدولة حجر ١٤ يوم من حسابك,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
المؤشر في نزول والحمدلله. تفاؤلو بالخير :),normal,Data_World,slang
تجاوزت #قطر جميع #دول_الخليج تقريباً في عدد الإصابات النشطة سابقاً، أما الآن هناك تناقص شديد في أعداد الإصابات النشطة، حيث من المُلاحظ أنه بات يتناقص يومياً، بسبب كثيرة عدد المتعافين، حيث تكون محصّلة عدد الإصابات اليومية صفراً. مؤشّر إيجابي قوي أتمنى أن يستمر. بالتوفيق,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
الحمدلله والشكر لله. ان شاء الله الاعداد في نزول مستمر,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمدلله انخفاض عدد الاصابات اليوم بشكل كبير وملحوظ,normal,Data_World,slang
الحمدلله رب العالمين,normal,Data_World,slang
الحمدلله .. من زمان ما شفنا هالرقم الله يشافي الجميع,normal,Data_World,slang
الله يرحم من توفى .. ولله الحمد وصلت حالات الشفاء الى 56898,normal,Data_World,slang
الحمد لله رب العالمين على كل حال..,normal,Data_World,slang
اللهم لك الحمد حمداً كثيراً، يااارب تفرجها مابقى الا القليل هانت 😍,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الوعد في لندن هالويكند جهزوا شناطكم,normal,Data_World,slang
لله الحمد,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمدلله نزول ملحوظ ..❤❤,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
ان شاء الله نفضل نازلين لحد ما نخلص من هالوباء. قولو آمين,normal,Data_World,slang
الحمدلله❤,normal,Data_World,slang
الحمدلله اللهم ازل الوباء قطر عدت مرحلت الانتشار من اعداد الشفاء وكل يوم عدد الاصابات بقل لك الحمد والشكر ياالله,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمد لله هذا نتيجة العمل الجاد والرائع حفظك الله يا قطر حكومة وشعبا #قطر الصامدة,normal,Data_World,slang
الحمد لله على كل شي,normal,Data_World,slang
اللهم لك الحمد دووووم يارب,normal,Data_World,slang
ياارب بكرة اقل من الألف. ويحفظ لنا قطرنا الجميلة,normal,Data_World,slang
بيضتو الويه يا وزارتنا من لا يشكر الناس لا يشكر الله,normal,Data_World,slang
الحمد لله حمدا كثيرا طيبا مباركا فيه ملىء السماوات والأرض و مليء ما بينهما. اللهم اشفِ كل مريض شفاء لا يغادر سقما,normal,Data_World,slang
الحمدلله نشاهد نزول جيد في حالات المصابين بتلك الداء ، ونشاهد كذلك بالشق الأخر عدد المتعافين ممتاز جدا ، والله يشفي كل مريض ويرحم كل ميت ، وشكرا لجهود الطاقم الطبي بكل درجاته يعملون ليل نهار ، وكذلك كل من على الخطوط الأمامية ، وكل من خلف الكواليس .,normal,Data_World,slang
اللهم لك الحمد هناك إنحسار,normal,Data_World,slang
الحمدلله اعداد الاصابات اليوم اقل من امس .,normal,Data_World,slang
الحمدلله الأصابات قاعده تقل ان شاء الله يختفي هالوباء,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
مجهود كبير يشكرون عليه وزارة الصحة وكل الجهات الحكومية,normal,Data_World,slang
بناء على الارقام اللي صرنا نشوفها .. من الواضح أن بدأنا نحصد ثمرة مجهود القائمين على محاربة الفايروس وكذلك الوعي ارتفع بين الناس اكثر من قبل .. مع ان في ناس غير مباليه لو يشدون حيلهم شوي بمجرد الاهتمام بمسألة المسافه الاجتماعيه راح نتجاوز هذه الازمه بإذن الله,normal,Data_World,slang
الحمد لله,normal,Data_World,slang
تذكروا منتصف شهر 8 باذن الله نحتفل جميعا,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمدلله يا رب🙏,normal,Data_World,slang
نشكر وزاره الصحه والدكاتره والممرضات والله يبعد عنا الوباء يارب,normal,Data_World,slang
نسبة الإصابات مقارنة بعدد الفحوصات ٢٥.٥ بالمائة...الحمدلله وكل الشكر لمجهودات الدولة,normal,Data_World,slang
"الحمدالله بشرى خير 

بيض الله وجه كل من تعاون 

في سبيل الحد من انتشار هذا الوباء",normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمدلله اعداد الإصابات في تناقص ملحوظ مع ارتفاع اعداد المفحوصين الحالات النشطة تقل يوميا إعداد المصابين الذين يتلقون العلاج في المستشفيات تقل يوميا واللي في العناية تقل . نسأل الله الرحمة والمغفرة للمتوفين وتحية إجلال وتقدير للكوادر الطبية الله يقويكم,normal,Data_World,slang
اللهم لك الحمد العدد فى النازل,normal,Data_World,slang
٤٠٠٠ فحص في يوم ، الاسابيع اللي راحت يطلع منها ١٩٠٠ حاله ايجابيه الحمدلله بداية الخير بأذن الله ,normal,Data_World,slang
شي طيب . الاعداد قاعدة تنزل تدريجياً,normal,Data_World,slang
بفضل الله معدل الاصابات الى انخفاض يومي ، الله يشفي المرضى ويرحم الموتى,normal,Data_World,slang
اللهم لك الحمد ... بأذن الله الحالات تنزل تحت الالف,normal,Data_World,slang
اعداد الاصابات في تناقص ،، يارب لك الحمد ,normal,Data_World,slang
في نزول ربي لك الحمد 🤲🏼,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
هذا راجع لعدد الفحوصات المدروس عن طريق استقصاء سلاسل العدوى. الحمدلله احنا في دولة لاتستهين بصحة مواطنيها ومقيميها ولاتستخسر فيهم. الدول الاخرى قد تنقصهم الشفافية والكفاءة احيانا,normal,Data_World,slang
الحمد لله عدد الشفاء اكثر,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمدالله يارب على قلت الاصابات بالكورونا وزياده الشفاء منه,normal,Data_World,slang
الحمد الله #الله يحفظ الدولة قطر من كل شر,normal,Data_World,slang
الحمدلله نسبه الشفاء عاليه ونسب الاصابات في تراجع الحمدلله، لكن يجب الحذر والانتباه وعدم التهاون ونسال الله عزوجل ان يحفظ قطر، كل الشكر للحكومه والكادر الطبي على جهوده الرائعه في مواجهه الجائحه,normal,Data_World,slang
الحمدلله الحمدلله الحمدلله,normal,Data_World,slang
الحمدلله كما يجب وبرضى العدد ينخفض,normal,Data_World,slang
المؤشر يبشر بالخير وهذا ما يعني تهاون فالتباعد او لبس الكمام والقفاز ونصبر شوي لين ينخفض العدد ولا فأن العدد بيزيد من جديد,normal,Data_World,slang
اللهم لك الحمد . اللهم احفظ العباد والبلاد يارب العالمين,normal,Data_World,slang
انا شخص أصيبت بكوفيد 19 وبصراحة اشكر دولة قطر على الجهود المبذولة في مجال مكافحة هالوباء واخص بالشكر الطاقم الطبي بشكل عام وطاقم التمريض بشكل خاص لانهم في الخطوط الامامية قبل الأطباء وبعدهم طاقم التنظيف والله اني لادعو لهم جميعا ربي يحميهم والله انهم أبطال,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمد لله الاصابات في تراجع 🙏🏻,normal,Data_World,slang
الحمد لله الاعداد فى النازل,normal,Data_World,slang
الارقام اللي صرنا نشوفها دليل على ان الاجراءات الاحترازيه جابت نتيجه طيبه .. وان شاءالله يكون هالشي عباره عن حافز لنا للاستمرار بهذه الاحترازات وليس التهاون فيها,normal,Data_World,slang
أشكركم يا وزارة الصحة ولكم كل الاحترام والتقدير على الجهد الذي بذلتموه في الحد من انتشار هذا الفيروس 💪🏻💪🏻💪🏻💪🏻,normal,Data_World,slang
"الحمد لله افضل نسبة من تقريبا شهر ونصف 
24.4%
انخفاض في اعداد الوفايات 
باذن الله بشرى ننزل تحت الالف بكرة.
تفائلو بالخير تجدوه باذن الله ",normal,Data_World,slang
الحمد لله نزلت الاعداد الله يحفظ قطر,normal,Data_World,slang
اللهم ارفع البلاء الحمد لله,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
الامور طيبة,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمد لله في نقص في الحلات وهذه بشارة خير,normal,Data_World,slang
رب لكي الحمد والشكر اللهم ابعد عنا هذا الوباء واعفي جميع المرضى المسلمين يارب,normal,Data_World,slang
الحمدلله ان شاء الله نشوف اليوم اللي يجيك صفر,normal,Data_World,slang
الحمد لله  ,normal,Data_World,slang
تحيا قطر بلدي الثاني,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
اللهم لك الحمد والشكر,normal,Data_World,slang
شكرا وزاره الصحه والعاملين فيها وزاره الداخليه على الجهود,normal,Data_World,slang
الحمد للله واخيرنااااا نزلنا على 1000 ,normal,Data_World,slang
ان شاء الله خير اخبار مبشرة صدق في الأرقام وشفافية في المعلومات وبداية التعافي بوركتي يا قطر بشعبك الراقي وعلى المقيمين احترام هذة النعمة وهذا لبلد الفاضل,normal,Data_World,slang
الحمدلله رب العالمين المرض ينحسر,normal,Data_World,slang
الحمد والشكر لله نزلت الاعدا د اللهم اشفى كل مريض,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
الله اكبر و لله الحمد غمه و تنزاح قريبا بإذن الله ربنا يجعلها في ميزان حسناتنا و ياجرنا على صبرنا على هاذا الوباء اللهم امين و رحم الله المتوفين,normal,Data_World,slang
اللهم لك الحمد والشكر مع قرب نهاية المرحلة الاولى العدد ينقص,normal,Data_World,slang
حمدالله,normal,Data_World,slang
الف الف حمد وشكر ليك ياربي,normal,Data_World,slang
اللهم لك الحمد . استمرار انخفاض عدد الحالات النشطة وإرتفاع حالات التعافي نسأل الله الاستمرارية حتى نصل ل0 . انخفاض أعدد المصابين اللي يتلقون العلاج داخل المستشفيات ونسأل الله تعالى الشفاء التام للمصابين في العناية المركزة وباقي المصابين ورحم الله المتوفين,normal,Data_World,slang
الحمدالله رب العالمين .. بنسبه لقلة عدد فحص الاشخاص خلال ال ٢٤ ساعه الماضيه لان مافي اشخاص مشتبه بهم بمعنى انو خف ولله الحمد والشكر,normal,Data_World,slang
اللهم لك الحمد قبل الرضا وبعد الرضا ولك الحمد حتى ترضى.,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
ماشاء الله تبارك الله والحمد لله رب العالمين بس تانى مافى تعليق هذا يكفى,normal,Data_World,slang
الحمد لله اللهم اشفي مرضانا ومرضى المسلمين وارحم موتانا وموتى المسلمين,normal,Data_World,slang
الحمدالله❤,normal,Data_World,slang
اخيرا عدد الحالات صار أقل من 1000😭,normal,Data_World,slang
شفتوا لما سمعتوا كلام الصحه والتزمتوا اللهم لك الحمد,normal,Data_World,slang
اللهم لك الحمد والشكر,normal,Data_World,slang
الحمد الله و تحيه للمجهود الكبير للطاقم الطبي و اعضاء اللجنه العليا لكم كامل الاحترام و التقدير .,normal,Data_World,slang
الحمدلله رب العالمين اللهم احفظ قطر واهل قطر,normal,Data_World,slang
الحمدلله رب العالمين نتائج مبشره بالخير .. ومستمرون بالإجراءات الاحترازيه حتى تكون الاصابات(صفر) ولن نتهاون,normal,Data_World,slang
الحمدلله على نزول العدد 🙌🏻 الله يرحمهم ويغفر لهم أن شاء الله 🙌🏻,normal,Data_World,slang
نزل الرقم الحمدالله الحمدالله,normal,Data_World,slang
الحمد لله حمدا كثيرا,normal,Data_World,slang
عدد الاصابات ما شفناه من شهرين اللهم لك الحمد ربي يفرجها من عنده والله يرحم كل متوفي,normal,Data_World,slang
الحمدالله ان شاء الله قريبا صفر حاله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمد لله و الشكر لله ، ستفرج بإذن الله تعالى,normal,Data_World,slang
الله اكبر... الحمدلله تحت الالف Rose,normal,Data_World,slang
الحمد لله و الشكر لله ، ستفرج بإذن الله تعالى,normal,Data_World,slang
الحمدلله الحمدلله الحمدلله,normal,Data_World,slang
ولئن شكرتم لازيدنكم الف الحمد والشكر لك يارب,normal,Data_World,slang
بالرغم من أن العدد كبير لكنه تحت الألف يدعو للتفاؤل ..نسأل الله تعالى أن يعجل بزوال الوباء و أن يشفي المصابين وأن يرحم الموتى.,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
أخيرا تحت الألف حالة,normal,Data_World,slang
اللهم لك الحمد والشكر,normal,Data_World,slang
الحمدلله يارب ايام ويكون مافي اي اصابات انشاءالله,normal,Data_World,slang
الحمدالله نزلنا تحت ١٠٠٠,normal,Data_World,slang
لله الحمد والشكر ، اليوم عدد الاصابات أقل من الايام الماضيةنسألك يارب شفاء الحالات المصابة ، وان ترحم الوفيات ، وتربط على قلب ذويهم.,normal,Data_World,slang
الحمدالله يارب ,normal,Data_World,slang
الحمدالله ,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
اللهم لك الحمد والشكر,normal,Data_World,slang
"الحمداللهمسؤولية الفرد هي من سببت هالانخفاض ، الحمدلله الناس بدت توعى
",normal,Data_World,slang
ماشاءالله الرقم نزل الحمدلله يارب,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الله يرحمة المتوفين وعدد الاصابات الحمدلله في نزول,normal,Data_World,slang
اللهم لك الحمد نزل الرقم تحت الالف وعدد دخول العناية الحمد لله نزل للنص لكن يحزننا الوفيات ربي يرحمهم ويغفر لهم,normal,Data_World,slang
الحمد لله يارب الناس ما تتغر وتطلع وترجع ذي الاول يارب نفهم ان الانحصار ممكن ننتكس اتمني الوعي ثم الوعي,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمد الله العدد نزل,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدلله رب العالمين حمداً كثيراً طيباً مباركاً فيه,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
الحمدلله رب العالمين ، بمجهودات اللجنة وتعاون المواطنين والمقيمين تحسن الوضع ،، شكراً لله من قبل ومن بعد,normal,Data_World,slang
ونزلت الحلات النشطه عن ال 19 الف بعد ما كنا نبغاها بس تنزل تحت ال 20 ًالحمدلله يارب دوم نزول للحالات النشطه ولاتنسوا المتوفين من الدعاء لهم بالرحمه,normal,Data_World,slang
عدد حالات الشفاء فوق ال ٦٨ الف واقل دوله في العالم بعدد الوفيات ... شكرا وزارة الصحة وشكرا وزيرة الصحة الموقرة ,normal,Data_World,slang
الشكر لله ولوزارة الصحه بكاملها لكل من ساهم في تقديم الفحص والعلاج والمساعده للمرضى من كادر طبي واداري الله يعطيهم العافيه جزاهم خير,normal,Data_World,slang
الشكروالحمدلله أولاً وأخيراً والشكر للقياده التي دفعت الملايين والشكر موصول للطاقم الطبي وبارك الله فيهم وفي جهودهم,normal,Data_World,slang
وشكراا الشعب الواعي. اللي ينفذ كل الاخترازيات وكل شي وحجرو نفسهم ف البيوت اذا طلعو. لابسين قفازاتهم و الكمامات. ويستخذمون المعقمات اشكركم,normal,Data_World,slang
شكرا لكل طبيب تعب وسهر من اجل خدمة مرضاه وخدمة بلده شكرا للمرضين والمسعفين وجميع من عمل معهم هولاء هم خط الدفاع الاول ل كرونا فكل الشكر المكلل بالورود امام بطولاتهم التي لن ننساها,normal,Data_World,slang
الشكر لك من قام بعملة باخلاص في المراكز الصحية والمستشفيات الشكر لكل مواطن ومقيم على هذه الارض الطيبة لتطبيقهم القوانين والالتزام بها شكرا لوزارة الداخلية وشكرا وشكرا وشكرا,normal,Data_World,slang
الحمدلله على كل حال والله يعطي الواجهات الرئسية العافية من رجال الشرطة والصحة ويرزقهم ربي العافية والصحة مجهودهم مبين,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
قبل شهر تاريخ 22/5 كان الحالات النشطة 33 الف . واليوم 22/6 صار 18 ألف . بوادر تبشر بالخير . بإذن الله نهايتة في شهر 8 او قبل 9,normal,Data_World,slang
الحمدلله عدد المرضى في العناية المركزة قل عن الأيام الماضية وعدد من يتلقون العلاج في المستشفيات أيضا قل عن الأيام الماضية ومازال تناقص الحالات النشطة مستمر يعطيكم العافية وعساكم على القوة وتحية إجلال وتقدير للكوادر الطبية. تفائلوا خيرا ..,normal,Data_World,slang
الحمدلله الحمدلله الحمدلله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمد لله على كل حال,normal,Data_World,slang
تقريبا نسبة الشفاء ٨٠٪ . الحمدلله.,normal,Data_World,slang
اليوم احسن من امس بسبب زادت الفحوصات لله الحمد,normal,Data_World,slang
الحمدلله على كل شيء .. اللهم ارحم من مات .. واشفي كل مريض يارب .,normal,Data_World,slang
الحمدلله الوفيات اقل الله يرحمهم جميع ويشافي كل مريض,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
آخر مستجدات كورونا ,normal,Data_World,slang
الحظر ماراح يفيد الناس اللي مايحطون في الاعتبار مدى خطورة الامر .. راح يخالط ويتسيب بطريقة ما حتى في ظل وجود الحجر ... الوعي والاهتمام افضل والشعور بالمسؤوليه وهالشي صعب تقنع كل الناس فيه,normal,Data_World,slang
الحمد لله الاسبوع ده افضل كتير من الايام اللي فاتت والحمد لله مافي وفيات اليوم,normal,Data_World,slang
تحسن كبير ولله الحمد,normal,Data_World,slang
الحمدلله على انه ما في ولا حالة وفاة,normal,Data_World,slang
الحمد لله وشكرا على جهودكم بارك الله فيكم.,normal,Data_World,slang
المؤشرات راح ترتفع وهذا طبيعي مع الفتح التدريجي ومدى الارتفاع سيتوقف على مدى الالتزام والى يومنا هذا نرى العديد من المتخاذلين في الشارع من يعتقودون ان الفيروس كذبة او ان احسار الوباء يعني التخفيف من الالتزام بالتدابير..,normal,Data_World,slang
الحمد لله ما في وفيات ونسبة الاصابات٢٦٪ اقل من امس,normal,Data_World,slang
الدكتور عبداللطيف الخال: الوباء دخل مرحلة الانحسار التدريجي في #قطر ولله الحمد,normal,Data_World,slang
الحمدلله رب العالمين,normal,Data_World,slang
الحمدلله رب العالمين,normal,Data_World,slang
الحمدلله اللهم ارفع عنا البلاء والوباء واجعل هذا البلد امنا امانا سخاء رخاء وسائر بلاد المسلمين,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
الحمد لله,normal,Data_World,slang
الوعي المجتمعي في #قطر ينتصر على وباء #كورونا,normal,Data_World,slang
ربي له الحمد والشكر والثناء ،، الفيروس في مرحلة الإنحسار بفضل الله ثم بفضل وعي كل من يعيش على هالأرض الطيبة ربي يتمم علينا الصحة والعافيه,normal,Data_World,slang
تصاعد انتشار كورونا مؤخرا في العالم لكنه شهد انحساراً على مستوى الإصابات في قطر، وزيادة في حالات الشفاء بفضل الله .. ولأن ذروة الوفيات تتأخر عن ذروة المرض بحسب ما أوضح المؤتمر الصحفي لوزارة الصحة العامة فإن الوفيات زادت إلى 99 حالة وفاة،لكنها تبقى منخفضة قياسا على الدول الأخرى,normal,Data_World,slang
الحمدلله ربي يحفظ اهل قطر من كل شر ومكروه هذا بفضل من الله وثم بفضل قيادتنا وماتوليه من اهتمام ورعايه لابناء شعبها من تقديم رعايه صحيه متميزه ربي يحفظ سمو الامير ويحفظ قطر من كل سو,normal,Data_World,slang
الحمدلله وجهود تشكر عليها وزارة الصحة,normal,Data_World,slang
الحمد لله حمدا كثيرا شكرا لدولتنا الغاليه وجميع العاملين بوزارة الصحه الف تحيه وتقدير,normal,Data_World,slang
الحمدالله بهذا القدر من النجاح لدولتنا قطر ابدعت في الازمه والحمدالله الكل تعاون مع القرارات والله يبعد عن اهل قطر البلاء,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمدلله الحالات الحادة نزلت عن الالف,normal,Data_World,slang
الحمدلله الحمدلله الحمدلله,normal,Data_World,slang
الحمد لله رب العالمين كل يوم إلى حال أحسن,normal,Data_World,slang
الحمد لله,normal,Data_World,slang
لله الحمد اليوم كسر رقم 1000 مصاب يتعالج في المستشفيات ونزل الرقم إلى 993 ونسبة التعافي 81% بفضل من الله والجهود المبذولة من الكادر الطبي لهم خالص التحية والتقدير,normal,Data_World,slang
الحمدلله رب العالمين انخفاض بإجمالي الحالات النشطه انخفاض بإجمالي الحالات بالعناية المركزة انخفاض بإجمالي الحالات الحاده بالمستشفى,normal,Data_World,slang
الله يرحم اللي توفوا، ويشفي المرضى. اللهم لك الحمد اليوم نسبة ٢٤.٥٪ نسبة مبشرة.,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمد لله انخفاض ملحوظ في النسبة ٢٤،٥٪,normal,Data_World,slang
اليوم النسبه 24% اقل نسبه حتى الآن بعد الذروه الحمد لله,normal,Data_World,slang
الحمدالله ❤,normal,Data_World,slang
رحم الله الموتى ، والحمدلله على كل حال والنزول في عدد الاصبات اصبح ملحوظ,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
الحمد لله بدأت الاعداد تتناقص ربنا يزال هل الغمة ويفرج همنا جميعا,normal,Data_World,slang
21% افضل نسبة منذ تقريبا االشهر والنصف. الحمد لله حمدا كثيرا والله يرحم موتانا ويشفي مرضانا . نحن في الطريق الصحيح ان شاء الله. اسبوع اخر وننزل لل500 وان شاء الله منتصف يوليو بيكون القضاء التام على الوباء بإذن الله,normal,Data_World,slang
الحمد لله نسبة الإصابات ٢١% بالنسبة لعدد المفحوصين اليوم يارب لك الحمد كما ينبغي لجلال وجهك وعظيم سلطانك أقل نسبة اليوم بي النسبة للأيام المادية,normal,Data_World,slang
الحمد الله مؤشرات جيدة ،، لكن الايام القادمة مرهونة بثقة المجتمع بمجهودات وزارة الصحة واتباع الاجراءات الاحترازية ، حتى ننعم بحياة شبه طبيعية عما ماكانت من قبل الوباء لحين ظهور لقاح فعال يارب,normal,Data_World,slang
الحمدلله مع نهاية المرحلة الاولى في تحسن بسيط القادم اجمل,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدلله من قبل ومن بعد الله يشفيهم ويعافيهم ويرحم الميت منهم اللهم بشرنا بزوال الغمة عاجلاً غير آجل يارب العالمين,normal,Data_World,slang
الحمدالله 🌹,normal,Data_World,slang
الحمد لله دائما وابدا,normal,Data_World,slang
"الحمدلله الناس صار عندها وعي ،،،
",normal,Data_World,slang
الحمد لله في انحسار ملحوظ، ربنا يرحم المتوفيين ويشفي المصابين ويزيل البلاء والوباء,normal,Data_World,slang
الحمدلله رب العالمين,normal,Data_World,slang
نسبة الاصابات بالنسبه لعدد المفحوصين اليوم ٢١% تقريبا وانخفاض بباقي القراءات الامور كلها ايجابيه والحمدلله تفائل وابدأ يومك بمثل هالمؤشرات الطيبه,normal,Data_World,slang
الحمد لله رب العالمين الخير فيما يختار الله عز وجل,normal,Data_World,slang
نسبة شفاء 82٪ . الحمدلله مب المؤشرات في تراجع .,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدلله حمدا كثيرا طييا مباركا فيه,normal,Data_World,slang
الحمد لله تواصل انخفاظ النسبة ٢١،٤٪,normal,Data_World,slang
الحمد لله ربي يرفع البلاء,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
كلما العدد في تناقص اللهم الشفاء العاجل,normal,Data_World,slang
الحمدالله ❤,normal,Data_World,slang
الحمدلله حمداً كثيراً و الله يعطيكم العافية و يقويكم .,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدلله رب العالمين ، عقبال الاصابة (صفر ) ولا حالة ، شكراً لكم ولجهود الكادر الطبي ماقصرتوا ورايتكم بيضا تستاهلون منا كل تقدير واحترام على كفاحكم واللي تقدمونه للمرضى وعلى صبركم انتو في جهاد كبير ومعركة ضد عدو غير مرئي عساكم عالقوة وجزاكم الله خير وبالتوفيق .. عن اهل قطر,normal,Data_World,slang
الحمد لله الله يرفع عنا وعن جميع المسلمين,normal,Data_World,slang
الحمد لله رب العالمين,normal,Data_World,slang
الحمدلله🙏🏻 ,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
كل شيئ بانخفاض الحمد لله واخيرا انشالله يبقى الانخفاض باستمرار الله يرحم المتوفي ويشفي المرضى ويحمي الجميع,normal,Data_World,slang
الحمدلله 🌹,normal,Data_World,slang
الحمدلله رب العالمين,normal,Data_World,slang
الحمد لله حمدا كريما طيبا كثيرا مبارك فيه,normal,Data_World,slang
الشر في قصور ولله الحمد,normal,Data_World,slang
الحمدالله ❤,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدلله اللهم انا نسألك العفو والعافيه,normal,Data_World,slang
اللهم لك الحمد والشكر ومشكورين وزارة الصحة العامه وكل القطاعات والمتطوعين ومشكورين وزارة الدفاع ووزارة الداخليه,normal,Data_World,slang
نحمد الله ونشكره، عدد الاصابات في تناقص، رحم الله الموتى وجبر خاطر ذويهم,normal,Data_World,slang
ربي لك الحمد والشكر❤,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
اللهم لك الحمد والشكر يارب,normal,Data_World,slang
اخر مستجدات كورونا,normal,Data_World,slang
اللهم لك الحمد والشكر كل التحيه والتقدير لجيش لابيض ( داوو مرضاكم بالصدقات ),normal,Data_World,slang
يارب الحالات عم تقل الف الحمد لله وما في وفيات اليوم اهم شي❤,normal,Data_World,slang
تحسن كبير ولله الحمد,normal,Data_World,slang
اللهم لك الحمد,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
ان شاء الله قريبا الاصابات صفر,normal,Data_World,slang
الحمد لله و الله يعطيكم العافيه على جهودكم و ان شا الله للأفضل,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
اجمل تقرير من اول ابريل الله يعجل بانفراجه يارب😍😍,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
منحنى الحالات النشطة يواصل الهبوط منحنى حالات التعافي يواصل الصعود وبنسبة 83% لليوم الثالث على التوالي الحالات أقل من 1000 وحالات المصابين داخل المستشفيات أعدادها تقل . هذا بفضل الله تعالى والجهود الجبارة للكوادر الطبية و وزارة الصحة,normal,Data_World,slang
اللهم لك الحمد والشكر يا الله ، عقبال يكون العدد صفر .الشكر اجزله لدولة قطر ممثلة في الاطقم الطبية,normal,Data_World,slang
الحمدلله اليوم أفضل من كل الايام الى راحت ومافيه وفيات يارب لك الحمد,normal,Data_World,slang
الحمدلله الله يرحم من مات ويشافي من مرض,normal,Data_World,slang
اللهم لك الحمد❤❤❤❤,normal,Data_World,slang
اللهم لك الحمد. الاعداد تنخفض. بشكل كبير,normal,Data_World,slang
الحمدلله❤,normal,Data_World,slang
جميل جدا قطر سيطرت على الفيروس,normal,Data_World,slang
الحمد لله حق حمده ، الوضع يسير نحو الأفضل أن شاء الله مسألة وقت و ترجع قطر خالية من الكورونا بشرط انو يا حبايبي الله يرحم والديكم خليكم في البيت لأجل سلامتك و سلامة قطر,normal,Data_World,slang
